platform,category,assessment_type,sponsor,contest_id,contest_title,year,start_date,start_epoch_second,period,problem_id,problem_index,problem_name,problem_title,difficulty,solver_count,ai_tags,ai_tag_count,problem_url,source_url,parser_version,statement_lang,crawl_time,difficulty_100,clean_text_len,clean_text,contest_points,acceptance_rate
atcoder,abc,public_sponsored_abc,panasonic,abc203,AtCoder Beginner Contest 203（Sponsored by Panasonic）,2021,,1622376000.0,2021.0,abc203_e,E,White Pawn,E. White Pawn,1750.0,2636,"['set', 'sorting', 'reachability', 'simulation', 'incremental']",5,https://atcoder.jp/contests/abc203/tasks/abc203_e,https://atcoder-tagged-backend.onrender.com/problems/all,2.3.0-sponsor-abc-kenkoooo-diff,ja,2026-06-04T18:46:05.900291+00:00,62.601,,,,
atcoder,abc,public_sponsored_abc,panasonic,abc203,AtCoder Beginner Contest 203（Sponsored by Panasonic）,2021,,1622376000.0,2021.0,abc203_f,F,Weed,F. Weed,2252.0,1419,"['dp', 'sorting', 'binary search', 'complexity analysis']",4,https://atcoder.jp/contests/abc203/tasks/abc203_f,https://atcoder-tagged-backend.onrender.com/problems/all,2.3.0-sponsor-abc-kenkoooo-diff,ja,2026-06-04T18:46:05.900291+00:00,72.508,,,,
atcoder,abc,public_sponsored_abc,panasonic,abc206,AtCoder Beginner Contest 206（Sponsored by Panasonic）,2021,,1624104000.0,2021.0,abc206_a,A,Maxi-Buying,A. Maxi-Buying,-1335.0,17888,"['math', 'conditional', 'comparison']",3,https://atcoder.jp/contests/abc206/tasks/abc206_a,https://atcoder-tagged-backend.onrender.com/problems/all,2.3.0-sponsor-abc-kenkoooo-diff,ja,2026-06-04T18:46:05.900291+00:00,1.717,,,,
atcoder,abc,public_sponsored_abc,panasonic,abc206,AtCoder Beginner Contest 206（Sponsored by Panasonic）,2021,,1624104000.0,2021.0,abc206_b,B,Savings,B. Savings,-946.0,18952,"['math', 'simulation', 'arithmetic progression']",3,https://atcoder.jp/contests/abc206/tasks/abc206_b,https://atcoder-tagged-backend.onrender.com/problems/all,2.3.0-sponsor-abc-kenkoooo-diff,ja,2026-06-04T18:46:05.900291+00:00,9.394,,,,
atcoder,abc,public_sponsored_abc,panasonic,abc206,AtCoder Beginner Contest 206（Sponsored by Panasonic）,2021,,1624104000.0,2021.0,abc206_c,C,Swappable,C. Swappable,60.0,15605,"['combinatorics', 'counting', 'map', 'sorting']",4,https://atcoder.jp/contests/abc206/tasks/abc206_c,https://atcoder-tagged-backend.onrender.com/problems/all,2.3.0-sponsor-abc-kenkoooo-diff,ja,2026-06-04T18:46:05.900291+00:00,29.248,,,,
atcoder,abc,public_sponsored_abc,panasonic,abc206,AtCoder Beginner Contest 206（Sponsored by Panasonic）,2021,,1624104000.0,2021.0,abc206_d,D,KAIBUNsyo,D. KAIBUNsyo,879.0,8463,"['graph', 'connected components', 'dsu']",3,https://atcoder.jp/contests/abc206/tasks/abc206_d,https://atcoder-tagged-backend.onrender.com/problems/all,2.3.0-sponsor-abc-kenkoooo-diff,ja,2026-06-04T18:46:05.900291+00:00,45.411,,,,
atcoder,abc,public_sponsored_abc,panasonic,abc206,AtCoder Beginner Contest 206（Sponsored by Panasonic）,2021,,1624104000.0,2021.0,abc206_e,E,Divide Both,E. Divide Both,1745.0,2912,"['number theory', 'inclusion exclusion', 'prime sieve', 'gcd', 'counting']",5,https://atcoder.jp/contests/abc206/tasks/abc206_e,https://atcoder-tagged-backend.onrender.com/problems/all,2.3.0-sponsor-abc-kenkoooo-diff,ja,2026-06-04T18:46:05.900291+00:00,62.502,,,,
atcoder,abc,public_sponsored_abc,panasonic,abc206,AtCoder Beginner Contest 206（Sponsored by Panasonic）,2021,,1624104000.0,2021.0,abc206_f,F,Interval Game 2,F. Interval Game 2,2221.0,1366,"['game theory', 'sprague grundy', 'dp', 'xor', 'mex', 'interval']",6,https://atcoder.jp/contests/abc206/tasks/abc206_f,https://atcoder-tagged-backend.onrender.com/problems/all,2.3.0-sponsor-abc-kenkoooo-diff,ja,2026-06-04T18:46:05.900291+00:00,71.897,,,,
atcoder,abc,public_sponsored_abc,keyence,abc227,キーエンスプログラミングコンテスト2021-Nov. (AtCoder Beginner Contest 227),2021,,1636804800.0,2021.0,abc227_a,A,Last Card,A. Last Card,-779.0,12013,"['math', 'implementation', 'modular arithmetic']",3,https://atcoder.jp/contests/abc227/tasks/abc227_a,https://atcoder-tagged-backend.onrender.com/problems/all,2.3.0-sponsor-abc-kenkoooo-diff,ja,2026-06-04T18:46:05.900291+00:00,12.69,,,,
atcoder,abc,public_sponsored_abc,keyence,abc227,キーエンスプログラミングコンテスト2021-Nov. (AtCoder Beginner Contest 227),2021,,1636804800.0,2021.0,abc227_b,B,KEYENCE building,B. KEYENCE building,-634.0,10567,"['brute force', 'implementation', 'set']",3,https://atcoder.jp/contests/abc227/tasks/abc227_b,https://atcoder-tagged-backend.onrender.com/problems/all,2.3.0-sponsor-abc-kenkoooo-diff,ja,2026-06-04T18:46:05.900291+00:00,15.552,,,,
atcoder,abc,public_sponsored_abc,keyence,abc227,キーエンスプログラミングコンテスト2021-Nov. (AtCoder Beginner Contest 227),2021,,1636804800.0,2021.0,abc227_c,C,ABC conjecture,C. ABC conjecture,692.0,8562,"['counting', 'enumeration', 'math', 'number theory']",4,https://atcoder.jp/contests/abc227/tasks/abc227_c,https://atcoder-tagged-backend.onrender.com/problems/all,2.3.0-sponsor-abc-kenkoooo-diff,ja,2026-06-04T18:46:05.900291+00:00,41.721,,,,
atcoder,abc,public_sponsored_abc,keyence,abc227,キーエンスプログラミングコンテスト2021-Nov. (AtCoder Beginner Contest 227),2021,,1636804800.0,2021.0,abc227_d,D,Project Planning,D. Project Planning,1643.0,4738,"['binary search', 'greedy', 'implementation']",3,https://atcoder.jp/contests/abc227/tasks/abc227_d,https://atcoder-tagged-backend.onrender.com/problems/all,2.3.0-sponsor-abc-kenkoooo-diff,ja,2026-06-04T18:46:05.900291+00:00,60.489,,,,
atcoder,abc,public_sponsored_abc,keyence,abc227,キーエンスプログラミングコンテスト2021-Nov. (AtCoder Beginner Contest 227),2021,,1636804800.0,2021.0,abc227_e,E,Swap,E. Swap,2377.0,1601,"['dp', 'counting', 'combinatorics', 'permutation']",4,https://atcoder.jp/contests/abc227/tasks/abc227_e,https://atcoder-tagged-backend.onrender.com/problems/all,2.3.0-sponsor-abc-kenkoooo-diff,ja,2026-06-04T18:46:05.900291+00:00,74.975,,,,
atcoder,abc,public_sponsored_abc,keyence,abc227,キーエンスプログラミングコンテスト2021-Nov. (AtCoder Beginner Contest 227),2021,,1636804800.0,2021.0,abc227_f,F,Treasure Hunting,F. Treasure Hunting,2323.0,1270,"['dp', 'dp on grids', 'enumeration', 'binary search on answer']",4,https://atcoder.jp/contests/abc227/tasks/abc227_f,https://atcoder-tagged-backend.onrender.com/problems/all,2.3.0-sponsor-abc-kenkoooo-diff,ja,2026-06-04T18:46:05.900291+00:00,73.91,,,,
atcoder,abc,public_sponsored_abc,keyence,abc227,キーエンスプログラミングコンテスト2021-Nov. (AtCoder Beginner Contest 227),2021,,1636804800.0,2021.0,abc227_g,G,Divisors of Binomial Coefficient,G. Divisors of Binomial Coefficient,2207.0,1368,"['prime factorization', 'prime sieve', 'number theory', 'binomial coefficient', 'divisors']",5,https://atcoder.jp/contests/abc227/tasks/abc227_g,https://atcoder-tagged-backend.onrender.com/problems/all,2.3.0-sponsor-abc-kenkoooo-diff,ja,2026-06-04T18:46:05.900291+00:00,71.62,,,,
atcoder,abc,public_sponsored_abc,keyence,abc227,キーエンスプログラミングコンテスト2021-Nov. (AtCoder Beginner Contest 227),2021,,1636804800.0,2021.0,abc227_h,H,Eat Them All,H. Eat Them All,3229.0,187,"['graph theory', 'spanning tree', 'max flow', 'euler tour']",4,https://atcoder.jp/contests/abc227/tasks/abc227_h,https://atcoder-tagged-backend.onrender.com/problems/all,2.3.0-sponsor-abc-kenkoooo-diff,ja,2026-06-04T18:46:05.900291+00:00,91.79,,,,
atcoder,abc,public_sponsored_abc,toyota,abc228,トヨタシステムズプログラミングコンテスト2021(AtCoder Beginner Contest 228),2021,,1637409600.0,2021.0,abc228_a,A,On and Off,A. On and Off,-395.0,13054,"['case work', 'conditional', 'implementation', 'time']",4,https://atcoder.jp/contests/abc228/tasks/abc228_a,https://atcoder-tagged-backend.onrender.com/problems/all,2.3.0-sponsor-abc-kenkoooo-diff,ja,2026-06-04T18:46:05.900291+00:00,20.268,,,,
atcoder,abc,public_sponsored_abc,toyota,abc228,トヨタシステムズプログラミングコンテスト2021(AtCoder Beginner Contest 228),2021,,1637409600.0,2021.0,abc228_b,B,Takahashi's Secret,B. Takahashi's Secret,-229.0,11772,"['simulation', 'array', 'tracking']",3,https://atcoder.jp/contests/abc228/tasks/abc228_b,https://atcoder-tagged-backend.onrender.com/problems/all,2.3.0-sponsor-abc-kenkoooo-diff,ja,2026-06-04T18:46:05.900291+00:00,23.545,,,,
atcoder,abc,public_sponsored_abc,toyota,abc228,トヨタシステムズプログラミングコンテスト2021(AtCoder Beginner Contest 228),2021,,1637409600.0,2021.0,abc228_c,C,Final Day,C. Final Day,149.0,10356,"['greedy', 'implementation', 'sorting']",3,https://atcoder.jp/contests/abc228/tasks/abc228_c,https://atcoder-tagged-backend.onrender.com/problems/all,2.3.0-sponsor-abc-kenkoooo-diff,ja,2026-06-04T18:46:05.900291+00:00,31.005,,,,
atcoder,abc,public_sponsored_abc,toyota,abc228,トヨタシステムズプログラミングコンテスト2021(AtCoder Beginner Contest 228),2021,,1637409600.0,2021.0,abc228_d,D,Linear Probing,D. Linear Probing,1035.0,5784,"['dsu', 'hash map', 'data structure']",3,https://atcoder.jp/contests/abc228/tasks/abc228_d,https://atcoder-tagged-backend.onrender.com/problems/all,2.3.0-sponsor-abc-kenkoooo-diff,ja,2026-06-04T18:46:05.900291+00:00,48.49,,,,
atcoder,abc,public_sponsored_abc,toyota,abc228,トヨタシステムズプログラミングコンテスト2021(AtCoder Beginner Contest 228),2021,,1637409600.0,2021.0,abc228_e,E,Integer Sequence Fair,E. Integer Sequence Fair,1579.0,4053,"['modular exponentiation', 'fermat little theorem', 'modular arithmetic', 'number theory']",4,https://atcoder.jp/contests/abc228/tasks/abc228_e,https://atcoder-tagged-backend.onrender.com/problems/all,2.3.0-sponsor-abc-kenkoooo-diff,ja,2026-06-04T18:46:05.900291+00:00,59.226,,,,
atcoder,abc,public_sponsored_abc,toyota,abc228,トヨタシステムズプログラミングコンテスト2021(AtCoder Beginner Contest 228),2021,,1637409600.0,2021.0,abc228_f,F,Stamp Game,F. Stamp Game,2179.0,1147,"['2d prefix sum', 'sliding window', 'game theory', 'grid', 'deque optimization']",5,https://atcoder.jp/contests/abc228/tasks/abc228_f,https://atcoder-tagged-backend.onrender.com/problems/all,2.3.0-sponsor-abc-kenkoooo-diff,ja,2026-06-04T18:46:05.900291+00:00,71.068,,,,
atcoder,abc,public_sponsored_abc,toyota,abc228,トヨタシステムズプログラミングコンテスト2021(AtCoder Beginner Contest 228),2021,,1637409600.0,2021.0,abc228_g,G,Digits on Grid,G. Digits on Grid,2711.0,553,"['bipartite graph', 'dp', 'bitmask dp']",3,https://atcoder.jp/contests/abc228/tasks/abc228_g,https://atcoder-tagged-backend.onrender.com/problems/all,2.3.0-sponsor-abc-kenkoooo-diff,ja,2026-06-04T18:46:05.900291+00:00,81.567,,,,
atcoder,abc,public_sponsored_abc,toyota,abc228,トヨタシステムズプログラミングコンテスト2021(AtCoder Beginner Contest 228),2021,,1637409600.0,2021.0,abc228_h,H,Histogram,H. Histogram,2729.0,538,"['dp', 'convex hull trick', 'sorting', 'optimization']",4,https://atcoder.jp/contests/abc228/tasks/abc228_h,https://atcoder-tagged-backend.onrender.com/problems/all,2.3.0-sponsor-abc-kenkoooo-diff,ja,2026-06-04T18:46:05.900291+00:00,81.922,,,,
atcoder,abc,public_sponsored_abc,nec,abc229,NECプログラミングコンテスト2021(AtCoder Beginner Contest 229),2021,,1638014400.0,2021.0,abc229_a,A,First Grid,A. First Grid,-721.0,12735,"['implementation', 'string', 'conditional', 'grid']",4,https://atcoder.jp/contests/abc229/tasks/abc229_a,https://atcoder-tagged-backend.onrender.com/problems/all,2.3.0-sponsor-abc-kenkoooo-diff,ja,2026-06-04T18:46:05.900291+00:00,13.835,,,,
atcoder,abc,public_sponsored_abc,nec,abc229,NECプログラミングコンテスト2021(AtCoder Beginner Contest 229),2021,,1638014400.0,2021.0,abc229_b,B,Hard Calculation,B. Hard Calculation,-501.0,12163,"['digit', 'implementation', 'math']",3,https://atcoder.jp/contests/abc229/tasks/abc229_b,https://atcoder-tagged-backend.onrender.com/problems/all,2.3.0-sponsor-abc-kenkoooo-diff,ja,2026-06-04T18:46:05.900291+00:00,18.176,,,,
atcoder,abc,public_sponsored_abc,nec,abc229,NECプログラミングコンテスト2021(AtCoder Beginner Contest 229),2021,,1638014400.0,2021.0,abc229_c,C,Cheese,C. Cheese,45.0,11502,"['greedy', 'optimization', 'sorting']",3,https://atcoder.jp/contests/abc229/tasks/abc229_c,https://atcoder-tagged-backend.onrender.com/problems/all,2.3.0-sponsor-abc-kenkoooo-diff,ja,2026-06-04T18:46:05.900291+00:00,28.952,,,,
atcoder,abc,public_sponsored_abc,nec,abc229,NECプログラミングコンテスト2021(AtCoder Beginner Contest 229),2021,,1638014400.0,2021.0,abc229_d,D,Longest X,D. Longest X,745.0,8358,"['sliding window', 'two pointer', 'prefix sum']",3,https://atcoder.jp/contests/abc229/tasks/abc229_d,https://atcoder-tagged-backend.onrender.com/problems/all,2.3.0-sponsor-abc-kenkoooo-diff,ja,2026-06-04T18:46:05.900291+00:00,42.767,,,,
atcoder,abc,public_sponsored_abc,nec,abc229,NECプログラミングコンテスト2021(AtCoder Beginner Contest 229),2021,,1638014400.0,2021.0,abc229_e,E,Graph Destruction,E. Graph Destruction,1015.0,5986,"['connected components', 'dsu', 'graph', 'implementation', 'offline processing', 'reversal']",6,https://atcoder.jp/contests/abc229/tasks/abc229_e,https://atcoder-tagged-backend.onrender.com/problems/all,2.3.0-sponsor-abc-kenkoooo-diff,ja,2026-06-04T18:46:05.900291+00:00,48.096,,,,
